colour	x	y	showSelectedlegendcolour	fill
#F8766D	55	1580	BachDeg+	#F8766D
#E76BF3	46	470	Vocational	#E76BF3
#E76BF3	40	730	Vocational	#E76BF3
#A3A500	47	610	NoQual	#A3A500
#00B0F6	50	3040	School	#00B0F6
#E76BF3	38	1360	Vocational	#E76BF3
#A3A500	40	500	NoQual	#A3A500
#00BF7D	41	860	OthPostSec	#00BF7D
#00B0F6	44	690	School	#00B0F6
#00B0F6	48	930	School	#00B0F6
#A3A500	51	640	NoQual	#A3A500
#00BF7D	35	1770	OthPostSec	#00BF7D
#E76BF3	13	160	Vocational	#E76BF3
#E76BF3	38	2590	Vocational	#E76BF3
#A3A500	37	430	NoQual	#A3A500
#A3A500	40	810	NoQual	#A3A500
#E76BF3	43	430	Vocational	#E76BF3
#E76BF3	40	710	Vocational	#E76BF3
#E76BF3	42	700	Vocational	#E76BF3
#E76BF3	42	720	Vocational	#E76BF3
#E76BF3	24	740	Vocational	#E76BF3
#E76BF3	46	620	Vocational	#E76BF3
#00B0F6	30	410	School	#00B0F6
#E76BF3	50	1170	Vocational	#E76BF3
#00B0F6	40	490	School	#00B0F6
#A3A500	71	1140	NoQual	#A3A500
#00BF7D	65	1330	OthPostSec	#00BF7D
#E76BF3	40	730	Vocational	#E76BF3
#E76BF3	108	1810	Vocational	#E76BF3
#E76BF3	42	860	Vocational	#E76BF3
#00BF7D	41	870	OthPostSec	#00BF7D
#00B0F6	41	1200	School	#00B0F6
#A3A500	40	640	NoQual	#A3A500
#00B0F6	21	990	School	#00B0F6
#E76BF3	41	770	Vocational	#E76BF3
#00B0F6	48	760	School	#00B0F6
#E76BF3	78	2490	Vocational	#E76BF3
#F8766D	14	430	BachDeg+	#F8766D
#F8766D	30	650	BachDeg+	#F8766D
#E76BF3	46	720	Vocational	#E76BF3
#A3A500	55	990	NoQual	#A3A500
#E76BF3	49	690	Vocational	#E76BF3
#00B0F6	60	5290	School	#00B0F6
#F8766D	40	860	BachDeg+	#F8766D
#00BF7D	38	730	OthPostSec	#00BF7D
#A3A500	40	900	NoQual	#A3A500
#E76BF3	30	880	Vocational	#E76BF3
#A3A500	31	570	NoQual	#A3A500
#E76BF3	43	910	Vocational	#E76BF3
#A3A500	73	820	NoQual	#A3A500
#F8766D	45	3160	BachDeg+	#F8766D
#A3A500	69	1140	NoQual	#A3A500
#F8766D	67	960	BachDeg+	#F8766D
#E76BF3	32	470	Vocational	#E76BF3
#F8766D	70	2330	BachDeg+	#F8766D
#E76BF3	45	560	Vocational	#E76BF3
#E76BF3	88	1550	Vocational	#E76BF3
#F8766D	43	920	BachDeg+	#F8766D
#00B0F6	52	520	School	#00B0F6
#A3A500	56	1080	NoQual	#A3A500
#E76BF3	55	760	Vocational	#E76BF3
#F8766D	57	2010	BachDeg+	#F8766D
#00BF7D	43	580	OthPostSec	#00BF7D
#F8766D	10	850	BachDeg+	#F8766D
#E76BF3	40	720	Vocational	#E76BF3
#E76BF3	38	1930	Vocational	#E76BF3
#E76BF3	40	730	Vocational	#E76BF3
#E76BF3	40	990	Vocational	#E76BF3
#00BF7D	51	340	OthPostSec	#00BF7D
#00B0F6	25	420	School	#00B0F6
#A3A500	40	610	NoQual	#A3A500
#F8766D	44	1500	BachDeg+	#F8766D
#E76BF3	59	970	Vocational	#E76BF3
#00B0F6	45	530	School	#00B0F6
#E76BF3	38	910	Vocational	#E76BF3
#E76BF3	44	490	Vocational	#E76BF3
#E76BF3	40	740	Vocational	#E76BF3
#A3A500	38	860	NoQual	#A3A500
#A3A500	11	290	NoQual	#A3A500
#F8766D	22	240	BachDeg+	#F8766D
#F8766D	29	500	BachDeg+	#F8766D
#E76BF3	40	560	Vocational	#E76BF3
#00B0F6	42	530	School	#00B0F6
#E76BF3	50	700	Vocational	#E76BF3
#E76BF3	33	400	Vocational	#E76BF3
#00B0F6	40	920	School	#00B0F6
#E76BF3	42	880	Vocational	#E76BF3
#F8766D	55	970	BachDeg+	#F8766D
#E76BF3	24	990	Vocational	#E76BF3
#00B0F6	54	1230	School	#00B0F6
#F8766D	22	800	BachDeg+	#F8766D
#E76BF3	47	2080	Vocational	#E76BF3
#E76BF3	59	510	Vocational	#E76BF3
#E76BF3	41	400	Vocational	#E76BF3
#F8766D	38	750	BachDeg+	#F8766D
#A3A500	29	470	NoQual	#A3A500
#E76BF3	40	770	Vocational	#E76BF3
#00B0F6	37	2020	School	#00B0F6
#00B0F6	95	1070	School	#00B0F6
#F8766D	45	3760	BachDeg+	#F8766D
#E76BF3	52	1260	Vocational	#E76BF3
#E76BF3	64	1180	Vocational	#E76BF3
#F8766D	36	1230	BachDeg+	#F8766D
#E76BF3	50	990	Vocational	#E76BF3
#A3A500	26	240	NoQual	#A3A500
#E76BF3	50	1210	Vocational	#E76BF3
#00BF7D	67	1140	OthPostSec	#00BF7D
#F8766D	45	2550	BachDeg+	#F8766D
#A3A500	36	350	NoQual	#A3A500
#E76BF3	50	1170	Vocational	#E76BF3
#E76BF3	21	450	Vocational	#E76BF3
#E76BF3	20	330	Vocational	#E76BF3
#E76BF3	31	1810	Vocational	#E76BF3
#E76BF3	40	540	Vocational	#E76BF3
#A3A500	42	680	NoQual	#A3A500
#00B0F6	43	570	School	#00B0F6
#E76BF3	37	1170	Vocational	#E76BF3
#F8766D	34	360	BachDeg+	#F8766D
#E76BF3	18	610	Vocational	#E76BF3
#F8766D	15	440	BachDeg+	#F8766D
#E76BF3	45	1900	Vocational	#E76BF3
#E76BF3	42	850	Vocational	#E76BF3
#00B0F6	45	1050	School	#00B0F6
#F8766D	45	1420	BachDeg+	#F8766D
#E76BF3	40	830	Vocational	#E76BF3
#F8766D	55	1170	BachDeg+	#F8766D
#E76BF3	42	610	Vocational	#E76BF3
#F8766D	60	1100	BachDeg+	#F8766D
#E76BF3	31	2180	Vocational	#E76BF3
#F8766D	33	280	BachDeg+	#F8766D
#E76BF3	45	760	Vocational	#E76BF3
#00B0F6	45	1050	School	#00B0F6
#A3A500	50	930	NoQual	#A3A500
#A3A500	40	980	NoQual	#A3A500
#00B0F6	48	1620	School	#00B0F6
#E76BF3	40	960	Vocational	#E76BF3
#E76BF3	27	420	Vocational	#E76BF3
#F8766D	24	830	BachDeg+	#F8766D
#A3A500	74	830	NoQual	#A3A500
#F8766D	14	500	BachDeg+	#F8766D
#F8766D	50	1790	BachDeg+	#F8766D
#E76BF3	33	730	Vocational	#E76BF3
#00B0F6	40	770	School	#00B0F6
#E76BF3	20	420	Vocational	#E76BF3
#00BF7D	45	1220	OthPostSec	#00BF7D
#F8766D	56	570	BachDeg+	#F8766D
#F8766D	86	5430	BachDeg+	#F8766D
#E76BF3	43	620	Vocational	#E76BF3
#E76BF3	40	1000	Vocational	#E76BF3
#E76BF3	46	710	Vocational	#E76BF3
#00B0F6	80	760	School	#00B0F6
#00B0F6	50	710	School	#00B0F6
#00B0F6	42	2600	School	#00B0F6
#E76BF3	40	810	Vocational	#E76BF3
#F8766D	55	740	BachDeg+	#F8766D
#E76BF3	40	800	Vocational	#E76BF3
#E76BF3	40	1140	Vocational	#E76BF3
#E76BF3	55	860	Vocational	#E76BF3
#E76BF3	40	650	Vocational	#E76BF3
#F8766D	39	710	BachDeg+	#F8766D
#A3A500	43	710	NoQual	#A3A500
#F8766D	50	4460	BachDeg+	#F8766D
#00B0F6	40	3050	School	#00B0F6
#00B0F6	121	1040	School	#00B0F6
#E76BF3	29	860	Vocational	#E76BF3
#F8766D	34	400	BachDeg+	#F8766D
#00B0F6	45	560	School	#00B0F6
#E76BF3	45	1490	Vocational	#E76BF3
#F8766D	43	1120	BachDeg+	#F8766D
#E76BF3	50	630	Vocational	#E76BF3
#00B0F6	34	800	School	#00B0F6
#00BF7D	39	1580	OthPostSec	#00BF7D
#00B0F6	40	1150	School	#00B0F6
#00B0F6	26	350	School	#00B0F6
#E76BF3	40	890	Vocational	#E76BF3
#E76BF3	44	610	Vocational	#E76BF3
#E76BF3	40	730	Vocational	#E76BF3
#F8766D	56	2750	BachDeg+	#F8766D
#00BF7D	52	1180	OthPostSec	#00BF7D
#F8766D	35	790	BachDeg+	#F8766D
#E76BF3	50	1260	Vocational	#E76BF3
#E76BF3	40	800	Vocational	#E76BF3
#F8766D	40	1960	BachDeg+	#F8766D
#F8766D	32	910	BachDeg+	#F8766D
#A3A500	33	380	NoQual	#A3A500
#E76BF3	50	1000	Vocational	#E76BF3
#00B0F6	10	320	School	#00B0F6
#A3A500	40	530	NoQual	#A3A500
#E76BF3	53	380	Vocational	#E76BF3
#00B0F6	9	260	School	#00B0F6
#F8766D	11	320	BachDeg+	#F8766D
#F8766D	37	3310	BachDeg+	#F8766D
#E76BF3	44	690	Vocational	#E76BF3
#A3A500	31	340	NoQual	#A3A500
#A3A500	38	600	NoQual	#A3A500
#E76BF3	37	540	Vocational	#E76BF3
#F8766D	43	770	BachDeg+	#F8766D
#00BF7D	20	450	OthPostSec	#00BF7D
#E76BF3	40	1100	Vocational	#E76BF3
#E76BF3	40	670	Vocational	#E76BF3
#00BF7D	21	870	OthPostSec	#00BF7D
#A3A500	40	550	NoQual	#A3A500
#00B0F6	43	590	School	#00B0F6
#E76BF3	50	1120	Vocational	#E76BF3
#E76BF3	40	1050	Vocational	#E76BF3
#E76BF3	43	700	Vocational	#E76BF3
#00B0F6	25	360	School	#00B0F6
#E76BF3	40	970	Vocational	#E76BF3
#A3A500	13	340	NoQual	#A3A500
#A3A500	40	700	NoQual	#A3A500
#A3A500	65	760	NoQual	#A3A500
#E76BF3	40	750	Vocational	#E76BF3
#F8766D	40	760	BachDeg+	#F8766D
#E76BF3	36	870	Vocational	#E76BF3
#00BF7D	46	540	OthPostSec	#00BF7D
#E76BF3	60	3420	Vocational	#E76BF3
#A3A500	48	730	NoQual	#A3A500
#F8766D	40	680	BachDeg+	#F8766D
#E76BF3	40	540	Vocational	#E76BF3
#A3A500	58	1130	NoQual	#A3A500
#A3A500	55	1000	NoQual	#A3A500
#E76BF3	43	690	Vocational	#E76BF3
#E76BF3	36	520	Vocational	#E76BF3
#A3A500	63	590	NoQual	#A3A500
#F8766D	78	2170	BachDeg+	#F8766D
#E76BF3	40	620	Vocational	#E76BF3
#E76BF3	15	290	Vocational	#E76BF3
#E76BF3	45	830	Vocational	#E76BF3
#E76BF3	43	730	Vocational	#E76BF3
#F8766D	40	560	BachDeg+	#F8766D
#00B0F6	40	640	School	#00B0F6
#00BF7D	46	980	OthPostSec	#00BF7D
#A3A500	41	400	NoQual	#A3A500
#F8766D	40	1480	BachDeg+	#F8766D
#F8766D	29	1070	BachDeg+	#F8766D
#E76BF3	40	690	Vocational	#E76BF3
#A3A500	50	810	NoQual	#A3A500
#E76BF3	59	960	Vocational	#E76BF3
#F8766D	32	670	BachDeg+	#F8766D
#F8766D	38	710	BachDeg+	#F8766D
#00B0F6	105	1440	School	#00B0F6
#E76BF3	48	700	Vocational	#E76BF3
#A3A500	40	830	NoQual	#A3A500
#E76BF3	45	600	Vocational	#E76BF3
#E76BF3	40	610	Vocational	#E76BF3
#E76BF3	40	830	Vocational	#E76BF3
#E76BF3	56	1070	Vocational	#E76BF3
#F8766D	34	340	BachDeg+	#F8766D
#E76BF3	40	910	Vocational	#E76BF3
#00B0F6	40	1460	School	#00B0F6
#E76BF3	72	1110	Vocational	#E76BF3
#E76BF3	50	1250	Vocational	#E76BF3
#F8766D	14	270	BachDeg+	#F8766D
#A3A500	31	310	NoQual	#A3A500
#E76BF3	70	1930	Vocational	#E76BF3
#E76BF3	45	650	Vocational	#E76BF3
#00B0F6	10	90	School	#00B0F6
#00B0F6	40	900	School	#00B0F6
#A3A500	98	720	NoQual	#A3A500
#00B0F6	9	240	School	#00B0F6
#E76BF3	40	760	Vocational	#E76BF3
#00B0F6	41	1360	School	#00B0F6
#E76BF3	20	340	Vocational	#E76BF3
#A3A500	40	630	NoQual	#A3A500
#E76BF3	34	1060	Vocational	#E76BF3
#A3A500	65	890	NoQual	#A3A500
#E76BF3	25	500	Vocational	#E76BF3
#00B0F6	87	2610	School	#00B0F6
#E76BF3	38	600	Vocational	#E76BF3
#00B0F6	40	710	School	#00B0F6
#E76BF3	42	1160	Vocational	#E76BF3
#A3A500	22	250	NoQual	#A3A500
#E76BF3	42	1700	Vocational	#E76BF3
#E76BF3	33	500	Vocational	#E76BF3
#E76BF3	41	1080	Vocational	#E76BF3
#00B0F6	46	660	School	#00B0F6
#A3A500	16	320	NoQual	#A3A500
#A3A500	61	530	NoQual	#A3A500
#A3A500	45	410	NoQual	#A3A500
#E76BF3	58	780	Vocational	#E76BF3
#F8766D	32	330	BachDeg+	#F8766D
#A3A500	40	620	NoQual	#A3A500
#A3A500	40	880	NoQual	#A3A500
#E76BF3	38	840	Vocational	#E76BF3
#00BF7D	41	560	OthPostSec	#00BF7D
#E76BF3	56	1580	Vocational	#E76BF3
#00B0F6	0	4580	School	#00B0F6
#A3A500	40	600	NoQual	#A3A500
#E76BF3	45	570	Vocational	#E76BF3
#E76BF3	50	690	Vocational	#E76BF3
#F8766D	44	1310	BachDeg+	#F8766D
#A3A500	36	270	NoQual	#A3A500
#E76BF3	40	720	Vocational	#E76BF3
#E76BF3	45	650	Vocational	#E76BF3
#E76BF3	44	560	Vocational	#E76BF3
#F8766D	38	700	BachDeg+	#F8766D
#00B0F6	41	560	School	#00B0F6
#E76BF3	26	220	Vocational	#E76BF3
#E76BF3	17	230	Vocational	#E76BF3
#00B0F6	33	770	School	#00B0F6
#E76BF3	38	610	Vocational	#E76BF3
#00BF7D	53	1190	OthPostSec	#00BF7D
#A3A500	45	540	NoQual	#A3A500
#F8766D	31	410	BachDeg+	#F8766D
#A3A500	43	600	NoQual	#A3A500
#E76BF3	50	890	Vocational	#E76BF3
#F8766D	78	1380	BachDeg+	#F8766D
#00BF7D	44	610	OthPostSec	#00BF7D
#F8766D	55	1440	BachDeg+	#F8766D
#F8766D	40	780	BachDeg+	#F8766D
#E76BF3	16	390	Vocational	#E76BF3
#A3A500	65	760	NoQual	#A3A500
#A3A500	14	410	NoQual	#A3A500
#E76BF3	38	840	Vocational	#E76BF3
#F8766D	50	740	BachDeg+	#F8766D
#00B0F6	64	1920	School	#00B0F6
#00BF7D	40	720	OthPostSec	#00BF7D
#E76BF3	42	630	Vocational	#E76BF3
#A3A500	40	950	NoQual	#A3A500
#00BF7D	35	1000	OthPostSec	#00BF7D
#00BF7D	51	810	OthPostSec	#00BF7D
#F8766D	75	1400	BachDeg+	#F8766D
#F8766D	44	1430	BachDeg+	#F8766D
#A3A500	30	650	NoQual	#A3A500
#F8766D	66	3670	BachDeg+	#F8766D
#00B0F6	40	850	School	#00B0F6
#F8766D	40	3020	BachDeg+	#F8766D
#00B0F6	40	580	School	#00B0F6
#00B0F6	29	650	School	#00B0F6
#E76BF3	41	650	Vocational	#E76BF3
#E76BF3	40	1040	Vocational	#E76BF3
#E76BF3	40	910	Vocational	#E76BF3
#E76BF3	47	740	Vocational	#E76BF3
#E76BF3	50	650	Vocational	#E76BF3
#E76BF3	40	570	Vocational	#E76BF3
#A3A500	62	770	NoQual	#A3A500
#00B0F6	40	940	School	#00B0F6
#00BF7D	43	1130	OthPostSec	#00BF7D
#A3A500	137	1830	NoQual	#A3A500
#E76BF3	40	590	Vocational	#E76BF3
#E76BF3	50	840	Vocational	#E76BF3
#F8766D	40	1080	BachDeg+	#F8766D
#A3A500	45	620	NoQual	#A3A500
#E76BF3	37	5200	Vocational	#E76BF3
#00BF7D	63	810	OthPostSec	#00BF7D
#E76BF3	15	280	Vocational	#E76BF3
#E76BF3	59	1160	Vocational	#E76BF3
#E76BF3	40	1080	Vocational	#E76BF3
#E76BF3	60	1070	Vocational	#E76BF3
#F8766D	45	1110	BachDeg+	#F8766D
#00B0F6	78	1890	School	#00B0F6
#E76BF3	30	510	Vocational	#E76BF3
#E76BF3	25	590	Vocational	#E76BF3
#E76BF3	45	650	Vocational	#E76BF3
#00BF7D	30	360	OthPostSec	#00BF7D
#00B0F6	48	760	School	#00B0F6
#00B0F6	32	280	School	#00B0F6
#00B0F6	64	870	School	#00B0F6
#E76BF3	33	380	Vocational	#E76BF3
#F8766D	40	780	BachDeg+	#F8766D
#E76BF3	51	910	Vocational	#E76BF3
#E76BF3	65	960	Vocational	#E76BF3
#E76BF3	48	850	Vocational	#E76BF3
#A3A500	50	750	NoQual	#A3A500
#F8766D	32	1380	BachDeg+	#F8766D
#A3A500	145	940	NoQual	#A3A500
#F8766D	26	2740	BachDeg+	#F8766D
#A3A500	58	950	NoQual	#A3A500
#00BF7D	40	740	OthPostSec	#00BF7D
#E76BF3	40	510	Vocational	#E76BF3
#F8766D	36	750	BachDeg+	#F8766D
#E76BF3	40	870	Vocational	#E76BF3
#E76BF3	31	570	Vocational	#E76BF3
#E76BF3	50	830	Vocational	#E76BF3
#E76BF3	40	540	Vocational	#E76BF3
#F8766D	15	1670	BachDeg+	#F8766D
#A3A500	40	470	NoQual	#A3A500
#E76BF3	47	500	Vocational	#E76BF3
#00B0F6	40	670	School	#00B0F6
#E76BF3	40	740	Vocational	#E76BF3
#A3A500	99	1030	NoQual	#A3A500
#E76BF3	45	770	Vocational	#E76BF3
#E76BF3	40	490	Vocational	#E76BF3
#E76BF3	35	360	Vocational	#E76BF3
#E76BF3	45	820	Vocational	#E76BF3
#00BF7D	57	1890	OthPostSec	#00BF7D
#E76BF3	50	870	Vocational	#E76BF3
#E76BF3	45	1500	Vocational	#E76BF3
#E76BF3	41	820	Vocational	#E76BF3
#F8766D	21	590	BachDeg+	#F8766D
#E76BF3	45	1500	Vocational	#E76BF3
#A3A500	48	510	NoQual	#A3A500
#00B0F6	38	450	School	#00B0F6
#E76BF3	26	1230	Vocational	#E76BF3
#00BF7D	66	810	OthPostSec	#00BF7D
#E76BF3	35	580	Vocational	#E76BF3
#E76BF3	42	550	Vocational	#E76BF3
#E76BF3	41	900	Vocational	#E76BF3
#E76BF3	23	1940	Vocational	#E76BF3
#F8766D	45	4460	BachDeg+	#F8766D
#F8766D	30	1300	BachDeg+	#F8766D
#E76BF3	40	720	Vocational	#E76BF3
#E76BF3	41	1440	Vocational	#E76BF3
#E76BF3	55	160	Vocational	#E76BF3
#00B0F6	143	1560	School	#00B0F6
#A3A500	45	570	NoQual	#A3A500
#F8766D	42	1090	BachDeg+	#F8766D
#A3A500	60	820	NoQual	#A3A500
#A3A500	53	1070	NoQual	#A3A500
#E76BF3	40	660	Vocational	#E76BF3
#A3A500	45	460	NoQual	#A3A500
#A3A500	30	520	NoQual	#A3A500
#A3A500	40	510	NoQual	#A3A500
#A3A500	62	1030	NoQual	#A3A500
#E76BF3	45	850	Vocational	#E76BF3
#F8766D	45	1220	BachDeg+	#F8766D
#E76BF3	40	860	Vocational	#E76BF3
#00B0F6	10	200	School	#00B0F6
#00B0F6	54	550	School	#00B0F6
#E76BF3	41	1220	Vocational	#E76BF3
#E76BF3	45	950	Vocational	#E76BF3
#A3A500	40	480	NoQual	#A3A500
#E76BF3	40	580	Vocational	#E76BF3
#A3A500	65	610	NoQual	#A3A500
#A3A500	58	1160	NoQual	#A3A500
#F8766D	40	730	BachDeg+	#F8766D
#E76BF3	40	660	Vocational	#E76BF3
#F8766D	45	2740	BachDeg+	#F8766D
#00B0F6	25	770	School	#00B0F6
#00B0F6	46	1190	School	#00B0F6
#E76BF3	40	430	Vocational	#E76BF3
#00B0F6	45	680	School	#00B0F6
#00B0F6	40	370	School	#00B0F6
#A3A500	70	480	NoQual	#A3A500
#E76BF3	33	340	Vocational	#E76BF3
#E76BF3	40	640	Vocational	#E76BF3
#E76BF3	45	770	Vocational	#E76BF3
#00B0F6	50	850	School	#00B0F6
#E76BF3	45	2520	Vocational	#E76BF3
#00B0F6	40	950	School	#00B0F6
#F8766D	23	450	BachDeg+	#F8766D
#E76BF3	40	670	Vocational	#E76BF3
#00B0F6	60	810	School	#00B0F6
#F8766D	45	1040	BachDeg+	#F8766D
#00B0F6	55	930	School	#00B0F6
#E76BF3	48	540	Vocational	#E76BF3
#00B0F6	38	600	School	#00B0F6
#F8766D	28	870	BachDeg+	#F8766D
#E76BF3	52	1840	Vocational	#E76BF3
#E76BF3	42	690	Vocational	#E76BF3
#A3A500	30	640	NoQual	#A3A500
#F8766D	40	1580	BachDeg+	#F8766D
#F8766D	31	390	BachDeg+	#F8766D
#00B0F6	49	320	School	#00B0F6
#00B0F6	40	950	School	#00B0F6
#00BF7D	40	480	OthPostSec	#00BF7D
#E76BF3	44	1000	Vocational	#E76BF3
#E76BF3	40	560	Vocational	#E76BF3
#E76BF3	45	1040	Vocational	#E76BF3
#00B0F6	38	590	School	#00B0F6
#A3A500	40	630	NoQual	#A3A500
#00B0F6	25	550	School	#00B0F6
#A3A500	44	1030	NoQual	#A3A500
#E76BF3	45	870	Vocational	#E76BF3
#F8766D	52	1420	BachDeg+	#F8766D
#00BF7D	39	880	OthPostSec	#00BF7D
#00BF7D	50	890	OthPostSec	#00BF7D
#E76BF3	40	970	Vocational	#E76BF3
#E76BF3	46	860	Vocational	#E76BF3
#E76BF3	87	1300	Vocational	#E76BF3
#00B0F6	45	950	School	#00B0F6
#A3A500	45	600	NoQual	#A3A500
#F8766D	48	1240	BachDeg+	#F8766D
#F8766D	40	730	BachDeg+	#F8766D
#E76BF3	40	570	Vocational	#E76BF3
#00B0F6	26	870	School	#00B0F6
#A3A500	10	270	NoQual	#A3A500
#E76BF3	40	940	Vocational	#E76BF3
#E76BF3	31	300	Vocational	#E76BF3
#F8766D	38	1840	BachDeg+	#F8766D
#00B0F6	28	380	School	#00B0F6
#00BF7D	40	1290	OthPostSec	#00BF7D
#A3A500	45	550	NoQual	#A3A500
#F8766D	55	740	BachDeg+	#F8766D
#E76BF3	41	1160	Vocational	#E76BF3
#E76BF3	60	900	Vocational	#E76BF3
#00BF7D	40	720	OthPostSec	#00BF7D
#A3A500	35	740	NoQual	#A3A500
#E76BF3	70	1930	Vocational	#E76BF3
#F8766D	38	840	BachDeg+	#F8766D
#F8766D	18	600	BachDeg+	#F8766D
#00B0F6	40	970	School	#00B0F6
#E76BF3	45	1150	Vocational	#E76BF3
#00BF7D	57	810	OthPostSec	#00BF7D
#E76BF3	24	740	Vocational	#E76BF3
#E76BF3	45	690	Vocational	#E76BF3
#E76BF3	40	660	Vocational	#E76BF3
#F8766D	49	720	BachDeg+	#F8766D
#E76BF3	43	450	Vocational	#E76BF3
#E76BF3	36	890	Vocational	#E76BF3
#00B0F6	40	2860	School	#00B0F6
#E76BF3	67	1180	Vocational	#E76BF3
#A3A500	63	820	NoQual	#A3A500
#E76BF3	50	780	Vocational	#E76BF3
#A3A500	40	640	NoQual	#A3A500
#00B0F6	44	580	School	#00B0F6
#00B0F6	55	940	School	#00B0F6
#F8766D	55	1520	BachDeg+	#F8766D
#A3A500	50	520	NoQual	#A3A500
#E76BF3	59	980	Vocational	#E76BF3
#E76BF3	45	750	Vocational	#E76BF3
#E76BF3	44	920	Vocational	#E76BF3
#00BF7D	76	760	OthPostSec	#00BF7D
#F8766D	26	2880	BachDeg+	#F8766D
#A3A500	95	1220	NoQual	#A3A500
#00B0F6	50	1020	School	#00B0F6
#00B0F6	56	1610	School	#00B0F6
#E76BF3	38	400	Vocational	#E76BF3
#E76BF3	40	750	Vocational	#E76BF3
#E76BF3	30	330	Vocational	#E76BF3
#F8766D	52	1420	BachDeg+	#F8766D
#E76BF3	27	670	Vocational	#E76BF3
#F8766D	59	1680	BachDeg+	#F8766D
#A3A500	40	380	NoQual	#A3A500
#E76BF3	37	1410	Vocational	#E76BF3
#A3A500	41	750	NoQual	#A3A500
#E76BF3	25	560	Vocational	#E76BF3
#F8766D	19	330	BachDeg+	#F8766D
#A3A500	25	380	NoQual	#A3A500
#F8766D	36	780	BachDeg+	#F8766D
#E76BF3	35	460	Vocational	#E76BF3
#E76BF3	40	630	Vocational	#E76BF3
#E76BF3	40	1020	Vocational	#E76BF3
#00B0F6	43	610	School	#00B0F6
#E76BF3	40	530	Vocational	#E76BF3
#A3A500	40	460	NoQual	#A3A500
#00B0F6	30	540	School	#00B0F6
#E76BF3	43	370	Vocational	#E76BF3
#E76BF3	29	450	Vocational	#E76BF3
#E76BF3	43	550	Vocational	#E76BF3
#A3A500	50	630	NoQual	#A3A500
#00B0F6	56	2450	School	#00B0F6
#A3A500	40	700	NoQual	#A3A500
#E76BF3	45	1210	Vocational	#E76BF3
#F8766D	38	1260	BachDeg+	#F8766D
#E76BF3	26	510	Vocational	#E76BF3
#A3A500	40	1870	NoQual	#A3A500
#00BF7D	42	860	OthPostSec	#00BF7D
#F8766D	40	540	BachDeg+	#F8766D
#A3A500	50	770	NoQual	#A3A500
#E76BF3	40	690	Vocational	#E76BF3
#E76BF3	40	800	Vocational	#E76BF3
#00B0F6	40	980	School	#00B0F6
#E76BF3	42	540	Vocational	#E76BF3
#A3A500	50	620	NoQual	#A3A500
#E76BF3	35	410	Vocational	#E76BF3
#00BF7D	33	1090	OthPostSec	#00BF7D
#A3A500	47	890	NoQual	#A3A500
#E76BF3	18	480	Vocational	#E76BF3
#A3A500	59	570	NoQual	#A3A500
#E76BF3	16	450	Vocational	#E76BF3
#A3A500	53	580	NoQual	#A3A500
#00BF7D	74	1310	OthPostSec	#00BF7D
#00B0F6	38	580	School	#00B0F6
#00BF7D	54	430	OthPostSec	#00BF7D
#F8766D	33	400	BachDeg+	#F8766D
#E76BF3	45	500	Vocational	#E76BF3
#E76BF3	17	240	Vocational	#E76BF3
#E76BF3	38	1020	Vocational	#E76BF3
#F8766D	60	890	BachDeg+	#F8766D
#F8766D	37	730	BachDeg+	#F8766D
#E76BF3	69	2440	Vocational	#E76BF3
#F8766D	35	460	BachDeg+	#F8766D
#00BF7D	33	880	OthPostSec	#00BF7D
#00B0F6	32	280	School	#00B0F6
#E76BF3	59	930	Vocational	#E76BF3
#E76BF3	40	1300	Vocational	#E76BF3
#00B0F6	17	560	School	#00B0F6
#A3A500	40	530	NoQual	#A3A500
#00B0F6	24	320	School	#00B0F6
#E76BF3	40	770	Vocational	#E76BF3
#E76BF3	45	1630	Vocational	#E76BF3
#E76BF3	46	2050	Vocational	#E76BF3
#E76BF3	41	1080	Vocational	#E76BF3
#E76BF3	37	1080	Vocational	#E76BF3
#E76BF3	40	860	Vocational	#E76BF3
#E76BF3	37	1480	Vocational	#E76BF3
#E76BF3	60	630	Vocational	#E76BF3
#A3A500	45	890	NoQual	#A3A500
#A3A500	58	950	NoQual	#A3A500
#F8766D	43	700	BachDeg+	#F8766D
#E76BF3	40	800	Vocational	#E76BF3
#E76BF3	24	1050	Vocational	#E76BF3
#E76BF3	15	280	Vocational	#E76BF3
#F8766D	32	180	BachDeg+	#F8766D
#00BF7D	29	370	OthPostSec	#00BF7D
#F8766D	54	1510	BachDeg+	#F8766D
#E76BF3	45	620	Vocational	#E76BF3
#E76BF3	40	1040	Vocational	#E76BF3
#E76BF3	40	830	Vocational	#E76BF3
#E76BF3	50	1060	Vocational	#E76BF3
#E76BF3	10	510	Vocational	#E76BF3
#E76BF3	60	2580	Vocational	#E76BF3
#A3A500	44	500	NoQual	#A3A500
#E76BF3	39	480	Vocational	#E76BF3
#E76BF3	37	920	Vocational	#E76BF3
#00B0F6	74	1280	School	#00B0F6
#E76BF3	40	510	Vocational	#E76BF3
#E76BF3	38	810	Vocational	#E76BF3
#E76BF3	46	850	Vocational	#E76BF3
#E76BF3	42	780	Vocational	#E76BF3
#A3A500	55	570	NoQual	#A3A500
#00B0F6	40	1130	School	#00B0F6
#00BF7D	32	610	OthPostSec	#00BF7D
#E76BF3	35	1100	Vocational	#E76BF3
#E76BF3	21	190	Vocational	#E76BF3
#E76BF3	55	640	Vocational	#E76BF3
#E76BF3	47	1070	Vocational	#E76BF3
