colour	x	y	showSelectedlegendcolour	fill
#00B0F6	35	500	School	#00B0F6
#00BF7D	46	570	OthPostSec	#00BF7D
#E76BF3	18	680	Vocational	#E76BF3
#A3A500	36	650	NoQual	#A3A500
#00B0F6	19	220	School	#00B0F6
#E76BF3	45	1180	Vocational	#E76BF3
#E76BF3	7	630	Vocational	#E76BF3
#E76BF3	18	240	Vocational	#E76BF3
#E76BF3	40	640	Vocational	#E76BF3
#A3A500	40	620	NoQual	#A3A500
#F8766D	36	830	BachDeg+	#F8766D
#A3A500	39	850	NoQual	#A3A500
#A3A500	34	400	NoQual	#A3A500
#F8766D	42	2430	BachDeg+	#F8766D
#F8766D	30	970	BachDeg+	#F8766D
#E76BF3	24	270	Vocational	#E76BF3
#F8766D	9	90	BachDeg+	#F8766D
#A3A500	40	380	NoQual	#A3A500
#00B0F6	30	560	School	#00B0F6
#E76BF3	48	560	Vocational	#E76BF3
#00B0F6	38	870	School	#00B0F6
#00B0F6	11	290	School	#00B0F6
#A3A500	40	430	NoQual	#A3A500
#00B0F6	23	210	School	#00B0F6
#00B0F6	30	650	School	#00B0F6
#F8766D	16	230	BachDeg+	#F8766D
#00B0F6	34	250	School	#00B0F6
#A3A500	9	860	NoQual	#A3A500
#F8766D	40	560	BachDeg+	#F8766D
#00B0F6	48	1000	School	#00B0F6
#E76BF3	18	510	Vocational	#E76BF3
#F8766D	61	1390	BachDeg+	#F8766D
#E76BF3	38	580	Vocational	#E76BF3
#E76BF3	34	900	Vocational	#E76BF3
#E76BF3	33	410	Vocational	#E76BF3
#F8766D	42	1100	BachDeg+	#F8766D
#E76BF3	14	110	Vocational	#E76BF3
#00B0F6	6	290	School	#00B0F6
#E76BF3	44	560	Vocational	#E76BF3
#E76BF3	40	1060	Vocational	#E76BF3
#E76BF3	30	590	Vocational	#E76BF3
#F8766D	48	600	BachDeg+	#F8766D
#00B0F6	40	420	School	#00B0F6
#00BF7D	17	210	OthPostSec	#00BF7D
#00B0F6	40	600	School	#00B0F6
#E76BF3	39	640	Vocational	#E76BF3
#E76BF3	51	750	Vocational	#E76BF3
#F8766D	39	1130	BachDeg+	#F8766D
#E76BF3	50	1040	Vocational	#E76BF3
#E76BF3	44	450	Vocational	#E76BF3
#00B0F6	40	60	School	#00B0F6
#E76BF3	34	780	Vocational	#E76BF3
#00B0F6	16	270	School	#00B0F6
#E76BF3	9	360	Vocational	#E76BF3
#00BF7D	10	660	OthPostSec	#00BF7D
#E76BF3	16	210	Vocational	#E76BF3
#00B0F6	10	300	School	#00B0F6
#E76BF3	20	250	Vocational	#E76BF3
#00B0F6	27	380	School	#00B0F6
#A3A500	27	630	NoQual	#A3A500
#A3A500	40	650	NoQual	#A3A500
#A3A500	35	890	NoQual	#A3A500
#00B0F6	30	620	School	#00B0F6
#00BF7D	40	550	OthPostSec	#00BF7D
#A3A500	24	210	NoQual	#A3A500
#E76BF3	40	400	Vocational	#E76BF3
#00B0F6	38	630	School	#00B0F6
#00B0F6	36	500	School	#00B0F6
#F8766D	22	230	BachDeg+	#F8766D
#E76BF3	38	550	Vocational	#E76BF3
#00BF7D	10	300	OthPostSec	#00BF7D
#A3A500	29	630	NoQual	#A3A500
#00B0F6	51	990	School	#00B0F6
#E76BF3	36	600	Vocational	#E76BF3
#E76BF3	8	280	Vocational	#E76BF3
#A3A500	20	200	NoQual	#A3A500
#00B0F6	28	500	School	#00B0F6
#00B0F6	22	2600	School	#00B0F6
#E76BF3	20	240	Vocational	#E76BF3
#F8766D	35	0	BachDeg+	#F8766D
#E76BF3	40	690	Vocational	#E76BF3
#E76BF3	40	700	Vocational	#E76BF3
#A3A500	40	520	NoQual	#A3A500
#E76BF3	9	370	Vocational	#E76BF3
#A3A500	33	320	NoQual	#A3A500
#A3A500	20	680	NoQual	#A3A500
#00B0F6	14	300	School	#00B0F6
#00B0F6	15	260	School	#00B0F6
#A3A500	15	450	NoQual	#A3A500
#F8766D	72	1180	BachDeg+	#F8766D
#00B0F6	16	530	School	#00B0F6
#F8766D	62	1360	BachDeg+	#F8766D
#F8766D	20	470	BachDeg+	#F8766D
#00BF7D	40	680	OthPostSec	#00BF7D
#E76BF3	32	740	Vocational	#E76BF3
#E76BF3	68	730	Vocational	#E76BF3
#00BF7D	34	410	OthPostSec	#00BF7D
#E76BF3	9	230	Vocational	#E76BF3
#00B0F6	36	350	School	#00B0F6
#A3A500	46	580	NoQual	#A3A500
#F8766D	40	570	BachDeg+	#F8766D
#00BF7D	95	500	OthPostSec	#00BF7D
#E76BF3	46	540	Vocational	#E76BF3
#F8766D	30	330	BachDeg+	#F8766D
#00B0F6	33	170	School	#00B0F6
#00B0F6	33	390	School	#00B0F6
#F8766D	10	280	BachDeg+	#F8766D
#00B0F6	40	610	School	#00B0F6
#F8766D	44	760	BachDeg+	#F8766D
#E76BF3	40	770	Vocational	#E76BF3
#A3A500	34	350	NoQual	#A3A500
#00B0F6	40	530	School	#00B0F6
#00B0F6	22	530	School	#00B0F6
#E76BF3	23	290	Vocational	#E76BF3
#E76BF3	20	230	Vocational	#E76BF3
#00B0F6	43	990	School	#00B0F6
#00B0F6	53	1280	School	#00B0F6
#00B0F6	7	350	School	#00B0F6
#A3A500	35	680	NoQual	#A3A500
#E76BF3	6	380	Vocational	#E76BF3
#00B0F6	18	590	School	#00B0F6
#00BF7D	38	520	OthPostSec	#00BF7D
#00B0F6	39	730	School	#00B0F6
#E76BF3	40	750	Vocational	#E76BF3
#00B0F6	40	860	School	#00B0F6
#A3A500	11	300	NoQual	#A3A500
#A3A500	71	740	NoQual	#A3A500
#F8766D	40	720	BachDeg+	#F8766D
#A3A500	40	660	NoQual	#A3A500
#00B0F6	12	110	School	#00B0F6
#E76BF3	38	420	Vocational	#E76BF3
#F8766D	40	830	BachDeg+	#F8766D
#E76BF3	30	280	Vocational	#E76BF3
#A3A500	12	90	NoQual	#A3A500
#00B0F6	56	440	School	#00B0F6
#E76BF3	38	610	Vocational	#E76BF3
#E76BF3	14	290	Vocational	#E76BF3
#00BF7D	10	310	OthPostSec	#00BF7D
#A3A500	33	410	NoQual	#A3A500
#A3A500	42	490	NoQual	#A3A500
#F8766D	30	260	BachDeg+	#F8766D
#F8766D	54	1050	BachDeg+	#F8766D
#F8766D	40	470	BachDeg+	#F8766D
#E76BF3	28	250	Vocational	#E76BF3
#00B0F6	61	1020	School	#00B0F6
#F8766D	21	910	BachDeg+	#F8766D
#E76BF3	25	330	Vocational	#E76BF3
#E76BF3	28	440	Vocational	#E76BF3
#F8766D	29	550	BachDeg+	#F8766D
#E76BF3	34	460	Vocational	#E76BF3
#A3A500	44	640	NoQual	#A3A500
#E76BF3	18	720	Vocational	#E76BF3
#E76BF3	50	570	Vocational	#E76BF3
#F8766D	40	690	BachDeg+	#F8766D
#00B0F6	57	460	School	#00B0F6
#E76BF3	40	390	Vocational	#E76BF3
#F8766D	26	270	BachDeg+	#F8766D
#E76BF3	25	590	Vocational	#E76BF3
#A3A500	34	300	NoQual	#A3A500
#E76BF3	44	470	Vocational	#E76BF3
#E76BF3	40	710	Vocational	#E76BF3
#00B0F6	12	370	School	#00B0F6
#F8766D	30	610	BachDeg+	#F8766D
#E76BF3	20	360	Vocational	#E76BF3
#A3A500	16	150	NoQual	#A3A500
#E76BF3	10	240	Vocational	#E76BF3
#A3A500	42	810	NoQual	#A3A500
#00B0F6	45	950	School	#00B0F6
#E76BF3	39	640	Vocational	#E76BF3
#E76BF3	40	520	Vocational	#E76BF3
#00B0F6	16	840	School	#00B0F6
#E76BF3	25	220	Vocational	#E76BF3
#00B0F6	48	690	School	#00B0F6
#E76BF3	45	710	Vocational	#E76BF3
#00B0F6	37	860	School	#00B0F6
#E76BF3	111	1420	Vocational	#E76BF3
#E76BF3	32	520	Vocational	#E76BF3
#00B0F6	74	400	School	#00B0F6
#F8766D	35	710	BachDeg+	#F8766D
#00BF7D	50	700	OthPostSec	#00BF7D
#F8766D	21	360	BachDeg+	#F8766D
#E76BF3	56	460	Vocational	#E76BF3
#E76BF3	43	750	Vocational	#E76BF3
#E76BF3	50	820	Vocational	#E76BF3
#A3A500	40	440	NoQual	#A3A500
#A3A500	29	460	NoQual	#A3A500
#E76BF3	50	740	Vocational	#E76BF3
#00B0F6	18	1350	School	#00B0F6
#A3A500	20	350	NoQual	#A3A500
#00BF7D	20	610	OthPostSec	#00BF7D
#A3A500	87	520	NoQual	#A3A500
#F8766D	159	2190	BachDeg+	#F8766D
#00B0F6	26	300	School	#00B0F6
#A3A500	35	520	NoQual	#A3A500
#E76BF3	24	360	Vocational	#E76BF3
#F8766D	57	640	BachDeg+	#F8766D
#F8766D	53	1030	BachDeg+	#F8766D
#00B0F6	34	770	School	#00B0F6
#00B0F6	40	560	School	#00B0F6
#E76BF3	32	590	Vocational	#E76BF3
#E76BF3	25	230	Vocational	#E76BF3
#E76BF3	28	360	Vocational	#E76BF3
#00BF7D	13	110	OthPostSec	#00BF7D
#E76BF3	38	430	Vocational	#E76BF3
#E76BF3	40	440	Vocational	#E76BF3
#E76BF3	35	1140	Vocational	#E76BF3
#00BF7D	16	180	OthPostSec	#00BF7D
#00B0F6	47	460	School	#00B0F6
#A3A500	50	490	NoQual	#A3A500
#F8766D	29	570	BachDeg+	#F8766D
#F8766D	42	670	BachDeg+	#F8766D
#A3A500	39	590	NoQual	#A3A500
#00B0F6	40	570	School	#00B0F6
#A3A500	40	550	NoQual	#A3A500
#E76BF3	15	370	Vocational	#E76BF3
#E76BF3	30	360	Vocational	#E76BF3
#E76BF3	28	230	Vocational	#E76BF3
#A3A500	40	380	NoQual	#A3A500
#A3A500	17	310	NoQual	#A3A500
#00B0F6	19	550	School	#00B0F6
#00BF7D	60	610	OthPostSec	#00BF7D
#00BF7D	40	470	OthPostSec	#00BF7D
#A3A500	131	470	NoQual	#A3A500
#00B0F6	18	150	School	#00B0F6
#A3A500	40	360	NoQual	#A3A500
#00B0F6	34	280	School	#00B0F6
#E76BF3	42	720	Vocational	#E76BF3
#E76BF3	40	520	Vocational	#E76BF3
#E76BF3	32	400	Vocational	#E76BF3
#F8766D	145	2610	BachDeg+	#F8766D
#A3A500	2	70	NoQual	#A3A500
#00B0F6	37	430	School	#00B0F6
#E76BF3	20	260	Vocational	#E76BF3
#F8766D	24	930	BachDeg+	#F8766D
#E76BF3	46	400	Vocational	#E76BF3
#E76BF3	30	440	Vocational	#E76BF3
#A3A500	40	520	NoQual	#A3A500
#F8766D	35	510	BachDeg+	#F8766D
#E76BF3	40	390	Vocational	#E76BF3
#E76BF3	26	390	Vocational	#E76BF3
#A3A500	21	190	NoQual	#A3A500
#A3A500	48	740	NoQual	#A3A500
#E76BF3	40	680	Vocational	#E76BF3
#E76BF3	43	930	Vocational	#E76BF3
#00B0F6	41	610	School	#00B0F6
#00B0F6	43	840	School	#00B0F6
#A3A500	8	350	NoQual	#A3A500
#00B0F6	40	1110	School	#00B0F6
#F8766D	42	1000	BachDeg+	#F8766D
#00BF7D	32	490	OthPostSec	#00BF7D
#E76BF3	40	370	Vocational	#E76BF3
#00B0F6	38	600	School	#00B0F6
#E76BF3	26	380	Vocational	#E76BF3
#A3A500	35	380	NoQual	#A3A500
#E76BF3	80	690	Vocational	#E76BF3
#A3A500	20	220	NoQual	#A3A500
#00B0F6	34	520	School	#00B0F6
#00BF7D	28	470	OthPostSec	#00BF7D
#F8766D	27	1030	BachDeg+	#F8766D
#A3A500	7	110	NoQual	#A3A500
#A3A500	51	530	NoQual	#A3A500
#00BF7D	40	510	OthPostSec	#00BF7D
#A3A500	29	400	NoQual	#A3A500
#A3A500	17	200	NoQual	#A3A500
#E76BF3	40	3260	Vocational	#E76BF3
#F8766D	38	2210	BachDeg+	#F8766D
#F8766D	21	390	BachDeg+	#F8766D
#E76BF3	40	760	Vocational	#E76BF3
#F8766D	17	310	BachDeg+	#F8766D
#F8766D	36	1790	BachDeg+	#F8766D
#A3A500	37	410	NoQual	#A3A500
#F8766D	30	1080	BachDeg+	#F8766D
#F8766D	29	470	BachDeg+	#F8766D
#E76BF3	34	380	Vocational	#E76BF3
#00BF7D	34	360	OthPostSec	#00BF7D
#00B0F6	41	440	School	#00B0F6
#E76BF3	30	460	Vocational	#E76BF3
#A3A500	40	450	NoQual	#A3A500
#E76BF3	55	370	Vocational	#E76BF3
#E76BF3	40	430	Vocational	#E76BF3
#E76BF3	29	300	Vocational	#E76BF3
#00BF7D	31	400	OthPostSec	#00BF7D
#A3A500	30	260	NoQual	#A3A500
#F8766D	43	1210	BachDeg+	#F8766D
#E76BF3	40	840	Vocational	#E76BF3
#E76BF3	16	180	Vocational	#E76BF3
#00B0F6	31	240	School	#00B0F6
#00BF7D	25	650	OthPostSec	#00BF7D
#E76BF3	30	540	Vocational	#E76BF3
#A3A500	36	520	NoQual	#A3A500
#F8766D	29	860	BachDeg+	#F8766D
#00BF7D	22	240	OthPostSec	#00BF7D
#E76BF3	6	380	Vocational	#E76BF3
#00B0F6	14	280	School	#00B0F6
#00B0F6	22	430	School	#00B0F6
#E76BF3	20	240	Vocational	#E76BF3
#E76BF3	40	620	Vocational	#E76BF3
#E76BF3	40	490	Vocational	#E76BF3
#A3A500	40	690	NoQual	#A3A500
#F8766D	32	360	BachDeg+	#F8766D
#00BF7D	28	350	OthPostSec	#00BF7D
#00B0F6	40	460	School	#00B0F6
#A3A500	40	570	NoQual	#A3A500
#00B0F6	23	240	School	#00B0F6
#00BF7D	40	820	OthPostSec	#00BF7D
#A3A500	30	360	NoQual	#A3A500
#00B0F6	30	370	School	#00B0F6
#A3A500	55	450	NoQual	#A3A500
#00BF7D	41	820	OthPostSec	#00BF7D
#A3A500	51	450	NoQual	#A3A500
#A3A500	40	630	NoQual	#A3A500
#A3A500	48	440	NoQual	#A3A500
#00B0F6	34	440	School	#00B0F6
#F8766D	63	860	BachDeg+	#F8766D
#A3A500	40	380	NoQual	#A3A500
#E76BF3	6	50	Vocational	#E76BF3
#00B0F6	40	680	School	#00B0F6
#F8766D	37	710	BachDeg+	#F8766D
#F8766D	41	1080	BachDeg+	#F8766D
#A3A500	2	310	NoQual	#A3A500
#E76BF3	60	520	Vocational	#E76BF3
#00B0F6	47	450	School	#00B0F6
#E76BF3	14	170	Vocational	#E76BF3
#00B0F6	40	900	School	#00B0F6
#E76BF3	35	950	Vocational	#E76BF3
#E76BF3	41	430	Vocational	#E76BF3
#E76BF3	35	450	Vocational	#E76BF3
#00B0F6	37	440	School	#00B0F6
#E76BF3	24	350	Vocational	#E76BF3
#F8766D	40	790	BachDeg+	#F8766D
#E76BF3	40	720	Vocational	#E76BF3
#E76BF3	40	890	Vocational	#E76BF3
#A3A500	40	540	NoQual	#A3A500
#E76BF3	21	410	Vocational	#E76BF3
#A3A500	42	750	NoQual	#A3A500
#00B0F6	71	740	School	#00B0F6
#E76BF3	38	790	Vocational	#E76BF3
#00B0F6	34	410	School	#00B0F6
#00B0F6	38	960	School	#00B0F6
#E76BF3	12	420	Vocational	#E76BF3
#00B0F6	30	530	School	#00B0F6
#E76BF3	23	550	Vocational	#E76BF3
#A3A500	60	890	NoQual	#A3A500
#F8766D	5	170	BachDeg+	#F8766D
#E76BF3	30	1020	Vocational	#E76BF3
#F8766D	45	1570	BachDeg+	#F8766D
#F8766D	43	970	BachDeg+	#F8766D
#E76BF3	29	750	Vocational	#E76BF3
#00BF7D	38	550	OthPostSec	#00BF7D
#00B0F6	89	860	School	#00B0F6
#A3A500	42	500	NoQual	#A3A500
#F8766D	15	240	BachDeg+	#F8766D
#E76BF3	60	2450	Vocational	#E76BF3
#E76BF3	9	130	Vocational	#E76BF3
#00B0F6	11	390	School	#00B0F6
#E76BF3	29	480	Vocational	#E76BF3
#E76BF3	23	400	Vocational	#E76BF3
#A3A500	9	500	NoQual	#A3A500
#F8766D	40	1060	BachDeg+	#F8766D
#A3A500	29	400	NoQual	#A3A500
#00BF7D	21	240	OthPostSec	#00BF7D
#00B0F6	30	530	School	#00B0F6
#00B0F6	35	530	School	#00B0F6
#A3A500	40	220	NoQual	#A3A500
#00B0F6	10	250	School	#00B0F6
#A3A500	19	170	NoQual	#A3A500
#F8766D	12	520	BachDeg+	#F8766D
#E76BF3	40	520	Vocational	#E76BF3
#00B0F6	40	550	School	#00B0F6
#E76BF3	13	480	Vocational	#E76BF3
#00B0F6	38	530	School	#00B0F6
#A3A500	40	480	NoQual	#A3A500
#A3A500	17	370	NoQual	#A3A500
#E76BF3	39	590	Vocational	#E76BF3
#00B0F6	60	430	School	#00B0F6
#A3A500	40	340	NoQual	#A3A500
#F8766D	38	1220	BachDeg+	#F8766D
#00B0F6	41	660	School	#00B0F6
#A3A500	39	610	NoQual	#A3A500
#F8766D	39	1240	BachDeg+	#F8766D
#F8766D	56	730	BachDeg+	#F8766D
#A3A500	28	560	NoQual	#A3A500
#A3A500	20	350	NoQual	#A3A500
#00B0F6	46	360	School	#00B0F6
#E76BF3	8	520	Vocational	#E76BF3
#E76BF3	49	900	Vocational	#E76BF3
#00BF7D	42	360	OthPostSec	#00BF7D
#F8766D	40	1110	BachDeg+	#F8766D
#E76BF3	35	450	Vocational	#E76BF3
#E76BF3	40	520	Vocational	#E76BF3
#F8766D	24	1020	BachDeg+	#F8766D
#00B0F6	43	970	School	#00B0F6
#E76BF3	70	1680	Vocational	#E76BF3
#A3A500	22	250	NoQual	#A3A500
#A3A500	20	180	NoQual	#A3A500
#00B0F6	40	420	School	#00B0F6
#E76BF3	34	290	Vocational	#E76BF3
#E76BF3	47	950	Vocational	#E76BF3
#E76BF3	48	500	Vocational	#E76BF3
#E76BF3	39	480	Vocational	#E76BF3
#A3A500	14	150	NoQual	#A3A500
#E76BF3	40	670	Vocational	#E76BF3
#E76BF3	24	570	Vocational	#E76BF3
#A3A500	45	610	NoQual	#A3A500
#A3A500	40	450	NoQual	#A3A500
#A3A500	21	230	NoQual	#A3A500
#E76BF3	39	590	Vocational	#E76BF3
#00B0F6	55	1210	School	#00B0F6
#00B0F6	40	610	School	#00B0F6
#00B0F6	19	160	School	#00B0F6
#A3A500	18	220	NoQual	#A3A500
#E76BF3	40	550	Vocational	#E76BF3
#F8766D	10	260	BachDeg+	#F8766D
#E76BF3	53	840	Vocational	#E76BF3
#A3A500	51	790	NoQual	#A3A500
#E76BF3	40	810	Vocational	#E76BF3
#E76BF3	20	240	Vocational	#E76BF3
#F8766D	45	730	BachDeg+	#F8766D
#A3A500	40	440	NoQual	#A3A500
#A3A500	20	280	NoQual	#A3A500
#E76BF3	40	510	Vocational	#E76BF3
#A3A500	46	550	NoQual	#A3A500
#F8766D	38	490	BachDeg+	#F8766D
#F8766D	40	600	BachDeg+	#F8766D
#F8766D	16	460	BachDeg+	#F8766D
#A3A500	40	380	NoQual	#A3A500
#00B0F6	38	570	School	#00B0F6
#E76BF3	44	630	Vocational	#E76BF3
#00B0F6	35	670	School	#00B0F6
#A3A500	27	260	NoQual	#A3A500
#00B0F6	38	720	School	#00B0F6
#F8766D	7	1630	BachDeg+	#F8766D
#E76BF3	20	750	Vocational	#E76BF3
#A3A500	30	550	NoQual	#A3A500
#E76BF3	34	290	Vocational	#E76BF3
#F8766D	63	1130	BachDeg+	#F8766D
#A3A500	8	190	NoQual	#A3A500
#A3A500	60	890	NoQual	#A3A500
#00B0F6	14	170	School	#00B0F6
#A3A500	40	570	NoQual	#A3A500
#00BF7D	22	420	OthPostSec	#00BF7D
#F8766D	20	290	BachDeg+	#F8766D
#A3A500	40	480	NoQual	#A3A500
#A3A500	40	550	NoQual	#A3A500
#E76BF3	40	630	Vocational	#E76BF3
#E76BF3	30	590	Vocational	#E76BF3
#F8766D	7	1630	BachDeg+	#F8766D
#A3A500	51	950	NoQual	#A3A500
#A3A500	48	710	NoQual	#A3A500
#E76BF3	45	710	Vocational	#E76BF3
#00B0F6	23	340	School	#00B0F6
#E76BF3	4	570	Vocational	#E76BF3
#E76BF3	30	460	Vocational	#E76BF3
#F8766D	4	20	BachDeg+	#F8766D
#F8766D	38	1370	BachDeg+	#F8766D
#00BF7D	38	790	OthPostSec	#00BF7D
#00B0F6	61	640	School	#00B0F6
#00BF7D	34	210	OthPostSec	#00BF7D
#00B0F6	25	610	School	#00B0F6
#00BF7D	22	790	OthPostSec	#00BF7D
#E76BF3	20	280	Vocational	#E76BF3
#00B0F6	26	220	School	#00B0F6
#A3A500	55	960	NoQual	#A3A500
#E76BF3	16	280	Vocational	#E76BF3
#00B0F6	16	840	School	#00B0F6
#F8766D	31	1290	BachDeg+	#F8766D
#A3A500	18	570	NoQual	#A3A500
#00B0F6	25	290	School	#00B0F6
#E76BF3	55	630	Vocational	#E76BF3
#00B0F6	40	820	School	#00B0F6
#E76BF3	20	390	Vocational	#E76BF3
#F8766D	24	850	BachDeg+	#F8766D
#E76BF3	40	1080	Vocational	#E76BF3
#00BF7D	18	230	OthPostSec	#00BF7D
#A3A500	18	190	NoQual	#A3A500
#00B0F6	11	200	School	#00B0F6
#E76BF3	32	730	Vocational	#E76BF3
#F8766D	38	1200	BachDeg+	#F8766D
#00B0F6	20	440	School	#00B0F6
#F8766D	41	1080	BachDeg+	#F8766D
#E76BF3	38	420	Vocational	#E76BF3
#00B0F6	20	210	School	#00B0F6
#E76BF3	20	230	Vocational	#E76BF3
#E76BF3	30	380	Vocational	#E76BF3
#F8766D	31	870	BachDeg+	#F8766D
#E76BF3	20	210	Vocational	#E76BF3
#E76BF3	33	650	Vocational	#E76BF3
#E76BF3	30	700	Vocational	#E76BF3
#00B0F6	29	430	School	#00B0F6
#00B0F6	20	370	School	#00B0F6
#E76BF3	40	860	Vocational	#E76BF3
#00B0F6	23	330	School	#00B0F6
#A3A500	18	420	NoQual	#A3A500
#A3A500	40	440	NoQual	#A3A500
#A3A500	40	570	NoQual	#A3A500
#A3A500	19	210	NoQual	#A3A500
#00BF7D	16	340	OthPostSec	#00BF7D
#A3A500	16	170	NoQual	#A3A500
#00B0F6	52	410	School	#00B0F6
#E76BF3	41	1170	Vocational	#E76BF3
#A3A500	40	490	NoQual	#A3A500
#E76BF3	31	720	Vocational	#E76BF3
#00BF7D	24	580	OthPostSec	#00BF7D
#E76BF3	44	570	Vocational	#E76BF3
#F8766D	25	410	BachDeg+	#F8766D
#00B0F6	30	400	School	#00B0F6
#E76BF3	25	560	Vocational	#E76BF3
#E76BF3	6	160	Vocational	#E76BF3
#00B0F6	82	910	School	#00B0F6
#00BF7D	26	380	OthPostSec	#00BF7D
#F8766D	20	310	BachDeg+	#F8766D
#E76BF3	42	670	Vocational	#E76BF3
#00BF7D	40	400	OthPostSec	#00BF7D
#00B0F6	38	590	School	#00B0F6
#E76BF3	8	420	Vocational	#E76BF3
#00B0F6	40	560	School	#00B0F6
#A3A500	40	570	NoQual	#A3A500
#00B0F6	19	450	School	#00B0F6
#A3A500	40	390	NoQual	#A3A500
#E76BF3	47	190	Vocational	#E76BF3
#00B0F6	39	590	School	#00B0F6
#00B0F6	18	450	School	#00B0F6
#A3A500	33	540	NoQual	#A3A500
#A3A500	30	1400	NoQual	#A3A500
#00BF7D	23	290	OthPostSec	#00BF7D
#E76BF3	20	500	Vocational	#E76BF3
#E76BF3	16	460	Vocational	#E76BF3
#E76BF3	34	520	Vocational	#E76BF3
#00B0F6	15	640	School	#00B0F6
#A3A500	14	200	NoQual	#A3A500
#E76BF3	14	150	Vocational	#E76BF3
#00B0F6	21	210	School	#00B0F6
#00B0F6	18	520	School	#00B0F6
#A3A500	131	470	NoQual	#A3A500
#00B0F6	24	930	School	#00B0F6
#00BF7D	28	190	OthPostSec	#00BF7D
#E76BF3	30	360	Vocational	#E76BF3
#A3A500	43	470	NoQual	#A3A500
#00B0F6	37	760	School	#00B0F6
#00BF7D	12	290	OthPostSec	#00BF7D
#00B0F6	6	290	School	#00B0F6
#00B0F6	6	290	School	#00B0F6
#E76BF3	40	400	Vocational	#E76BF3
#A3A500	40	690	NoQual	#A3A500
#00B0F6	38	970	School	#00B0F6
#F8766D	62	1430	BachDeg+	#F8766D
#E76BF3	50	1410	Vocational	#E76BF3
#E76BF3	45	940	Vocational	#E76BF3
#E76BF3	43	650	Vocational	#E76BF3
#F8766D	20	250	BachDeg+	#F8766D
#00B0F6	40	380	School	#00B0F6
#F8766D	40	600	BachDeg+	#F8766D
#E76BF3	44	470	Vocational	#E76BF3
#A3A500	8	270	NoQual	#A3A500
#00B0F6	40	290	School	#00B0F6
#F8766D	42	650	BachDeg+	#F8766D
#A3A500	40	700	NoQual	#A3A500
#A3A500	40	580	NoQual	#A3A500
#A3A500	32	430	NoQual	#A3A500
#F8766D	50	1030	BachDeg+	#F8766D
#E76BF3	38	590	Vocational	#E76BF3
#00B0F6	25	340	School	#00B0F6
#E76BF3	20	390	Vocational	#E76BF3
#00BF7D	33	390	OthPostSec	#00BF7D
#E76BF3	60	1430	Vocational	#E76BF3
#00B0F6	40	500	School	#00B0F6
#A3A500	24	230	NoQual	#A3A500
#A3A500	14	560	NoQual	#A3A500
#00B0F6	56	1080	School	#00B0F6
#F8766D	159	2190	BachDeg+	#F8766D
#E76BF3	33	570	Vocational	#E76BF3
#E76BF3	16	190	Vocational	#E76BF3
#A3A500	31	290	NoQual	#A3A500
#A3A500	11	520	NoQual	#A3A500
#00B0F6	13	370	School	#00B0F6
#E76BF3	32	370	Vocational	#E76BF3
#E76BF3	40	620	Vocational	#E76BF3
#A3A500	28	670	NoQual	#A3A500
#00B0F6	28	400	School	#00B0F6
#00BF7D	20	440	OthPostSec	#00BF7D
#00BF7D	21	60	OthPostSec	#00BF7D
#E76BF3	37	540	Vocational	#E76BF3
#A3A500	39	420	NoQual	#A3A500
#00BF7D	24	1190	OthPostSec	#00BF7D
#F8766D	11	140	BachDeg+	#F8766D
#A3A500	25	250	NoQual	#A3A500
#A3A500	44	540	NoQual	#A3A500
#E76BF3	39	480	Vocational	#E76BF3
#00B0F6	40	480	School	#00B0F6
#00BF7D	56	670	OthPostSec	#00BF7D
#F8766D	50	890	BachDeg+	#F8766D
#A3A500	32	750	NoQual	#A3A500
#A3A500	30	360	NoQual	#A3A500
#A3A500	8	80	NoQual	#A3A500
#E76BF3	40	790	Vocational	#E76BF3
#00B0F6	59	160	School	#00B0F6
#E76BF3	38	710	Vocational	#E76BF3
#00B0F6	21	200	School	#00B0F6
#F8766D	53	1710	BachDeg+	#F8766D
#00B0F6	30	380	School	#00B0F6
#E76BF3	23	300	Vocational	#E76BF3
#00B0F6	40	490	School	#00B0F6
#E76BF3	40	1430	Vocational	#E76BF3
#E76BF3	30	540	Vocational	#E76BF3
#E76BF3	40	650	Vocational	#E76BF3
#E76BF3	46	870	Vocational	#E76BF3
#00B0F6	46	360	School	#00B0F6
#00B0F6	18	300	School	#00B0F6
#00B0F6	40	850	School	#00B0F6
#E76BF3	23	610	Vocational	#E76BF3
#00B0F6	24	730	School	#00B0F6
#00B0F6	40	610	School	#00B0F6
#00B0F6	55	770	School	#00B0F6
#00B0F6	38	540	School	#00B0F6
#E76BF3	55	1310	Vocational	#E76BF3
#00B0F6	38	1570	School	#00B0F6
#E76BF3	20	240	Vocational	#E76BF3
#E76BF3	13	100	Vocational	#E76BF3
#00B0F6	30	670	School	#00B0F6
#00B0F6	39	620	School	#00B0F6
#F8766D	25	300	BachDeg+	#F8766D
#A3A500	60	890	NoQual	#A3A500
#F8766D	65	2920	BachDeg+	#F8766D
#00B0F6	39	390	School	#00B0F6
#00B0F6	23	410	School	#00B0F6
#A3A500	10	210	NoQual	#A3A500
#A3A500	35	580	NoQual	#A3A500
#F8766D	40	850	BachDeg+	#F8766D
#E76BF3	20	300	Vocational	#E76BF3
#00B0F6	14	300	School	#00B0F6
#E76BF3	9	450	Vocational	#E76BF3
#E76BF3	16	190	Vocational	#E76BF3
